AnimalID,SireID,DamID,PopID,FamilyID,SexID,TankID,M1BW,M2BW,M2Age
13G1004060,12G000W075,12G000W222,Pop1,13F1306014,Male,T1,8.13,29,219
13G100405J,12G000W075,12G000W222,Pop1,13F1306014,Male,T1,8.13,30.5,219
13G1002715,12G000W075,12G000W222,Pop1,13F1306014,Female,T1,8.13,33.3,219
13G100163J,12G000W075,12G000W222,Pop1,13F1306014,Female,T1,8.13,40.1,219
13G100481J,12G000W075,12G000W222,Pop1,13F1306014,Female,T1,8.13,43,219
13G1002677,12G000W075,12G000W222,Pop1,13F1306014,Male,T1,8.55,29.1,219
13G1002687,12G000W075,12G000W222,Pop1,13F1306014,Female,T1,8.55,30.7,219
13G1002666,12G000W075,12G000W222,Pop1,13F1306014,Male,T1,8.55,30.7,219
13G100197J,12G000W075,12G000W222,Pop1,13F1306014,Male,T1,8.55,32.5,219
13G1002669,12G000W075,12G000W222,Pop1,13F1306014,Female,T1,8.55,35.6,219
13G100154J,12G000W075,12G000W222,Pop1,13F1306014,Female,T1,8.55,38.3,219
13G100143J,12G000W075,12G000W222,Pop1,13F1306014,Female,T1,8.55,43.2,219
13G100150J,12G000W075,12G000W222,Pop1,13F1306014,Male,T1,8.81,28.6,219
13G1002829,12G000W075,12G000W222,Pop1,13F1306014,Male,T1,8.81,30.6,219
13G1002838,12G000W075,12G000W222,Pop1,13F1306014,Male,T1,8.81,32.1,219
13G1002832,12G000W075,12G000W222,Pop1,13F1306014,Male,T1,8.81,33.2,219
13G1002833,12G000W075,12G000W222,Pop1,13F1306014,Male,T1,8.81,35.7,219
13G100082J,12G000W075,12G000W222,Pop1,13F1306014,Female,T1,8.81,37.7,219
13G1002834,12G000W075,12G000W222,Pop1,13F1306014,Female,T1,8.81,41.1,219
13G100115J,12G000W075,12G000W222,Pop1,13F1306014,Female,T1,8.81,49.2,219
13G1002723,12G000W075,12G000W222,Pop1,13F1306014,Male,T2,8.13,26.2,219
13G1002701,12G000W075,12G000W222,Pop1,13F1306014,Male,T2,8.13,27.4,219
13G1002720,12G000W075,12G000W222,Pop1,13F1306014,Male,T2,8.13,27.5,219
13G1004056,12G000W075,12G000W222,Pop1,13F1306014,Male,T2,8.13,28.5,219
13G1002712,12G000W075,12G000W222,Pop1,13F1306014,Male,T2,8.13,28.7,219
13G1004059,12G000W075,12G000W222,Pop1,13F1306014,Male,T2,8.13,32,219
13G1002721,12G000W075,12G000W222,Pop1,13F1306014,Female,T2,8.13,32.2,219
13G1004066,12G000W075,12G000W222,Pop1,13F1306014,Female,T2,8.13,33.9,219
13G100158J,12G000W075,12G000W222,Pop1,13F1306014,Female,T2,8.13,38.6,219
13G100193J,12G000W075,12G000W222,Pop1,13F1306014,Female,T2,8.13,39.8,219
13G1002671,12G000W075,12G000W222,Pop1,13F1306014,Male,T2,8.55,23.2,219
13G1002660,12G000W075,12G000W222,Pop1,13F1306014,Male,T2,8.55,23.3,219
13G1002697,12G000W075,12G000W222,Pop1,13F1306014,Female,T2,8.55,27.3,219
13G1002692,12G000W075,12G000W222,Pop1,13F1306014,Male,T2,8.55,27.8,219
13G100116J,12G000W075,12G000W222,Pop1,13F1306014,Male,T2,8.55,29.1,219
13G1002673,12G000W075,12G000W222,Pop1,13F1306014,Female,T2,8.55,36.1,219
13G100042J,12G000W075,12G000W222,Pop1,13F1306014,Female,T2,8.55,38.2,219
13G1002670,12G000W075,12G000W222,Pop1,13F1306014,Female,T2,8.55,39,219
13G100180J,12G000W075,12G000W222,Pop1,13F1306014,Male,T2,8.81,24.1,219
13G1002840,12G000W075,12G000W222,Pop1,13F1306014,Male,T2,8.81,28.6,219
13G100113J,12G000W075,12G000W222,Pop1,13F1306014,Male,T2,8.81,29.3,219
13G1002839,12G000W075,12G000W222,Pop1,13F1306014,Female,T2,8.81,29.9,219
13G1002825,12G000W075,12G000W222,Pop1,13F1306014,Male,T2,8.81,31.1,219
13G1002821,12G000W075,12G000W222,Pop1,13F1306014,Female,T2,8.81,31.6,219
13G1002813,12G000W075,12G000W222,Pop1,13F1306014,Female,T2,8.81,32.8,219
13G1002828,12G000W075,12G000W222,Pop1,13F1306014,Female,T2,8.81,35.4,219
13G1002823,12G000W197,12G000W243,Pop1,13F1306015,Female,T1,8.41,35.8,219
13G1002850,12G000W197,12G000W243,Pop1,13F1306015,Male,T1,8.41,37.3,219
13G1002843,12G000W197,12G000W243,Pop1,13F1306015,Female,T1,8.41,39.6,219
13G100111J,12G000W197,12G000W243,Pop1,13F1306015,Female,T1,8.41,41.2,219
13G1002837,12G000W197,12G000W243,Pop1,13F1306015,Female,T1,8.41,43.4,219
13G1002830,12G000W197,12G000W243,Pop1,13F1306015,Female,T1,8.41,45,219
13G100665J,12G000W197,12G000W243,Pop1,13F1306015,Male,T1,8.46,27,219
13G100602J,12G000W197,12G000W243,Pop1,13F1306015,Male,T1,8.46,29.4,219
13G100607J,12G000W197,12G000W243,Pop1,13F1306015,Male,T1,8.46,30.8,219
13G1002878,12G000W197,12G000W243,Pop1,13F1306015,Female,T1,8.46,37.5,219
13G1002864,12G000W197,12G000W243,Pop1,13F1306015,Female,T1,8.46,38,219
13G100630J,12G000W197,12G000W243,Pop1,13F1306015,Female,T1,8.46,41.8,219
13G100699J,12G000W197,12G000W243,Pop1,13F1306015,Female,T1,8.46,47,219
13G1002782,12G000W197,12G000W243,Pop1,13F1306015,Male,T1,8.98,31.3,219
13G1002796,12G000W197,12G000W243,Pop1,13F1306015,Male,T1,8.98,31.7,219
13G100009J,12G000W197,12G000W243,Pop1,13F1306015,Male,T1,8.98,32.6,219
13G1002799,12G000W197,12G000W243,Pop1,13F1306015,Male,T1,8.98,34.5,219
13G1002783,12G000W197,12G000W243,Pop1,13F1306015,Female,T1,8.98,35.5,219
13G100194J,12G000W197,12G000W243,Pop1,13F1306015,Male,T1,8.98,36.2,219
13G100103J,12G000W197,12G000W243,Pop1,13F1306015,Female,T1,8.98,38.7,219
13G100166J,12G000W197,12G000W243,Pop1,13F1306015,Female,T1,8.98,39.1,219
13G1002785,12G000W197,12G000W243,Pop1,13F1306015,Female,T1,8.98,39.5,219
13G100105J,12G000W197,12G000W243,Pop1,13F1306015,Male,T2,8.41,28,219
13G100054J,12G000W197,12G000W243,Pop1,13F1306015,Male,T2,8.41,30.6,219
13G100185J,12G000W197,12G000W243,Pop1,13F1306015,Male,T2,8.41,34,219
13G1002836,12G000W197,12G000W243,Pop1,13F1306015,Female,T2,8.41,36.5,219
13G1002845,12G000W197,12G000W243,Pop1,13F1306015,Female,T2,8.41,38.4,219
13G100155J,12G000W197,12G000W243,Pop1,13F1306015,Female,T2,8.41,44.1,219
13G1002889,12G000W197,12G000W243,Pop1,13F1306015,Male,T2,8.46,21.8,219
13G1002884,12G000W197,12G000W243,Pop1,13F1306015,Male,T2,8.46,23,219
13G1002881,12G000W197,12G000W243,Pop1,13F1306015,Female,T2,8.46,33.7,219
13G100629J,12G000W197,12G000W243,Pop1,13F1306015,Female,T2,8.46,34.9,219
13G1002885,12G000W197,12G000W243,Pop1,13F1306015,Female,T2,8.46,35.6,219
13G1002869,12G000W197,12G000W243,Pop1,13F1306015,Female,T2,8.46,37.7,219
13G1002886,12G000W197,12G000W243,Pop1,13F1306015,Female,T2,8.46,38.5,219
13G1002866,12G000W197,12G000W243,Pop1,13F1306015,Female,T2,8.46,41.9,219
13G1002795,12G000W197,12G000W243,Pop1,13F1306015,Male,T2,8.98,31.7,219
13G1002784,12G000W197,12G000W243,Pop1,13F1306015,Female,T2,8.98,36.6,219
13G1002794,12G000W197,12G000W243,Pop1,13F1306015,Female,T2,8.98,40,219
13G100123J,12G000W197,12G000W243,Pop1,13F1306015,Female,T2,8.98,40.1,219
13G1004262,12G000W194,12G000W041,Pop1,13F1306016,Male,T1,8.03,28.3,223
13G1004275,12G000W194,12G000W041,Pop1,13F1306016,Female,T1,8.03,32.7,223
13G1004276,12G000W194,12G000W041,Pop1,13F1306016,Male,T1,8.03,35,223
13G100550J,12G000W194,12G000W041,Pop1,13F1306016,Female,T1,8.03,35.2,223
13G1004273,12G000W194,12G000W041,Pop1,13F1306016,Female,T1,8.03,35.5,223
13G1004265,12G000W194,12G000W041,Pop1,13F1306016,Male,T1,8.03,36,223
13G1004280,12G000W194,12G000W041,Pop1,13F1306016,Female,T1,8.03,36.3,223
13G1004286,12G000W194,12G000W041,Pop1,13F1306016,Female,T1,8.03,36.6,223
13G100530J,12G000W194,12G000W041,Pop1,13F1306016,Female,T1,8.03,40.2,223
13G100316J,12G000W194,12G000W041,Pop1,13F1306016,Male,T1,8.93,29.2,223
13G100365J,12G000W194,12G000W041,Pop1,13F1306016,Male,T1,8.93,31.3,223
13G1001527,12G000W194,12G000W041,Pop1,13F1306016,Male,T1,8.93,31.9,223
13G1001529,12G000W194,12G000W041,Pop1,13F1306016,Male,T1,8.93,34.7,223
13G1001521,12G000W194,12G000W041,Pop1,13F1306016,Female,T1,8.93,37,223
13G1001535,12G000W194,12G000W041,Pop1,13F1306016,Female,T1,8.93,37.1,223
13G1001516,12G000W194,12G000W041,Pop1,13F1306016,Female,T1,8.93,40.4,223
13G1001517,12G000W194,12G000W041,Pop1,13F1306016,Female,T1,8.93,41.9,223
13G100574J,12G000W194,12G000W041,Pop1,13F1306016,Male,T1,9.33,31.5,223
13G1004234,12G000W194,12G000W041,Pop1,13F1306016,Male,T1,9.33,32.3,223
13G100586J,12G000W194,12G000W041,Pop1,13F1306016,Male,T1,9.33,32.9,223
13G1004238,12G000W194,12G000W041,Pop1,13F1306016,Male,T1,9.33,33.5,223
13G100589J,12G000W194,12G000W041,Pop1,13F1306016,Male,T1,9.33,37.1,223
13G1004242,12G000W194,12G000W041,Pop1,13F1306016,Female,T1,9.33,39.9,223
13G1004215,12G000W194,12G000W041,Pop1,13F1306016,Female,T1,9.33,40.4,223
13G1004224,12G000W194,12G000W041,Pop1,13F1306016,Female,T1,9.33,40.7,223
13G100505J,12G000W194,12G000W041,Pop1,13F1306016,Female,T1,9.33,41.4,223
13G100561J,12G000W194,12G000W041,Pop1,13F1306016,Female,T1,9.33,45.5,223
13G100516J,12G000W194,12G000W041,Pop1,13F1306016,Male,T2,8.03,23.8,223
13G1004266,12G000W194,12G000W041,Pop1,13F1306016,Male,T2,8.03,26.6,223
13G100594J,12G000W194,12G000W041,Pop1,13F1306016,Male,T2,8.03,27,223
13G1004271,12G000W194,12G000W041,Pop1,13F1306016,Male,T2,8.03,27.8,223
13G100410J,12G000W194,12G000W041,Pop1,13F1306016,Male,T2,8.03,28.3,223
13G100344J,12G000W194,12G000W041,Pop1,13F1306016,Male,T2,8.93,28.3,223
13G1001515,12G000W194,12G000W041,Pop1,13F1306016,Male,T2,8.93,29.1,223
13G1001533,12G000W194,12G000W041,Pop1,13F1306016,Female,T2,8.93,32.5,223
13G1001519,12G000W194,12G000W041,Pop1,13F1306016,Female,T2,8.93,36.9,223
13G100342J,12G000W194,12G000W041,Pop1,13F1306016,Female,T2,8.93,37.4,223
13G1001504,12G000W194,12G000W041,Pop1,13F1306016,Female,T2,8.93,37.9,223
13G100336J,12G000W194,12G000W041,Pop1,13F1306016,Female,T2,8.93,40.2,223
13G1004223,12G000W194,12G000W041,Pop1,13F1306016,Female,T2,9.33,34.5,223
13G1004239,12G000W194,12G000W041,Pop1,13F1306016,Female,T2,9.33,39.3,223
13G100515J,12G000W194,12G000W041,Pop1,13F1306016,Female,T2,9.33,41.4,223
13G1003587,12G000V483,12G000V383,Pop1,13F1306019,Male,T1,7.61,26,222
13G100593I,12G000V483,12G000V383,Pop1,13F1306019,Male,T1,7.61,31.1,222
13G100612I,12G000V483,12G000V383,Pop1,13F1306019,Male,T1,7.61,31.3,222
13G1003596,12G000V483,12G000V383,Pop1,13F1306019,Male,T1,7.61,34.5,222
13G1003593,12G000V483,12G000V383,Pop1,13F1306019,Female,T1,7.61,36.2,222
13G100525I,12G000V483,12G000V383,Pop1,13F1306019,Female,T1,7.61,42.6,222
13G1001249,12G000V483,12G000V383,Pop1,13F1306019,Male,T1,7.79,29.4,223
13G1001259,12G000V483,12G000V383,Pop1,13F1306019,Male,T1,7.79,29.6,223
13G100213J,12G000V483,12G000V383,Pop1,13F1306019,Male,T1,7.79,33.6,223
13G100220J,12G000V483,12G000V383,Pop1,13F1306019,Female,T1,7.79,37.8,223
13G100257J,12G000V483,12G000V383,Pop1,13F1306019,Female,T1,7.79,39.6,223
13G1001248,12G000V483,12G000V383,Pop1,13F1306019,Female,T1,7.79,40.5,223
13G100238J,12G000V483,12G000V383,Pop1,13F1306019,Female,T1,7.79,41.5,223
13G1001246,12G000V483,12G000V383,Pop1,13F1306019,Female,T1,7.79,44.3,223
13G1001245,12G000V483,12G000V383,Pop1,13F1306019,Female,T1,7.79,44.6,223
13G1002852,12G000V483,12G000V383,Pop1,13F1306019,Male,T1,7.83,30.5,223
13G100121J,12G000V483,12G000V383,Pop1,13F1306019,Male,T1,7.83,31.5,223
13G1002844,12G000V483,12G000V383,Pop1,13F1306019,Male,T1,7.83,33.9,223
13G1002849,12G000V483,12G000V383,Pop1,13F1306019,Male,T1,7.83,36.7,223
13G1002847,12G000V483,12G000V383,Pop1,13F1306019,Female,T1,7.83,44.9,223
13G1003590,12G000V483,12G000V383,Pop1,13F1306019,Male,T2,7.61,26.5,222
13G1003594,12G000V483,12G000V383,Pop1,13F1306019,Male,T2,7.61,28.1,222
13G1003591,12G000V483,12G000V383,Pop1,13F1306019,Male,T2,7.61,28.5,222
13G1003604,12G000V483,12G000V383,Pop1,13F1306019,Female,T2,7.61,29,222
13G1003595,12G000V483,12G000V383,Pop1,13F1306019,Male,T2,7.61,29.2,222
13G100578I,12G000V483,12G000V383,Pop1,13F1306019,Male,T2,7.61,31.9,222
13G100597I,12G000V483,12G000V383,Pop1,13F1306019,Male,T2,7.61,35.7,222
13G1001269,12G000V483,12G000V383,Pop1,13F1306019,Male,T2,7.79,26.6,223
13G1001275,12G000V483,12G000V383,Pop1,13F1306019,Male,T2,7.79,28.7,223
13G100244J,12G000V483,12G000V383,Pop1,13F1306019,Female,T2,7.79,37.7,223
13G1001254,12G000V483,12G000V383,Pop1,13F1306019,Female,T2,7.79,42.6,223
13G1002831,12G000V483,12G000V383,Pop1,13F1306019,Male,T2,7.83,22.6,223
13G100192J,12G000V483,12G000V383,Pop1,13F1306019,Male,T2,7.83,27.8,223
13G100168J,12G000V483,12G000V383,Pop1,13F1306019,Male,T2,7.83,28.2,223
13G1002851,12G000V483,12G000V383,Pop1,13F1306019,Male,T2,7.83,29.5,223
13G1002842,12G000V483,12G000V383,Pop1,13F1306019,Male,T2,7.83,31,223
13G1002846,12G000V483,12G000V383,Pop1,13F1306019,Male,T2,7.83,36.3,223
13G1002841,12G000V483,12G000V383,Pop1,13F1306019,Female,T2,7.83,39.8,223
13G100065J,12G000V483,12G000V383,Pop1,13F1306019,Female,T2,7.83,40.6,223
13G1002848,12G000V483,12G000V383,Pop1,13F1306019,Female,T2,7.83,41.2,223
13G100084J,12G000V483,12G000V383,Pop1,13F1306019,Female,T2,7.83,42.7,223
13G1002926,12G000W229,12G000W276,Pop1,13F1306022,Female,T1,8.45,24.6,220
13G1002922,12G000W229,12G000W276,Pop1,13F1306022,Female,T1,8.45,28,220
13G1002911,12G000W229,12G000W276,Pop1,13F1306022,Female,T1,8.45,31.7,220
13G100147I,12G000W229,12G000W276,Pop1,13F1306022,Female,T1,8.45,34.8,220
13G1003316,12G000W229,12G000W276,Pop1,13F1306022,Male,T1,8.89,28.8,220
13G1003305,12G000W229,12G000W276,Pop1,13F1306022,Female,T1,8.89,34.9,220
13G1003301,12G000W229,12G000W276,Pop1,13F1306022,Male,T1,8.89,35.8,220
13G1003293,12G000W229,12G000W276,Pop1,13F1306022,Female,T1,8.89,36.4,220
13G100495I,12G000W229,12G000W276,Pop1,13F1306022,Female,T1,8.89,37.9,220
13G100482I,12G000W229,12G000W276,Pop1,13F1306022,Female,T1,8.89,38.8,220
13G100479I,12G000W229,12G000W276,Pop1,13F1306022,Female,T1,8.89,39.2,220
13G100303I,12G000W229,12G000W276,Pop1,13F1306022,Male,T1,9.26,33.4,220
13G1000293,12G000W229,12G000W276,Pop1,13F1306022,Female,T1,9.26,35.2,220
13G1000304,12G000W229,12G000W276,Pop1,13F1306022,Male,T1,9.26,36.3,220
13G1000305,12G000W229,12G000W276,Pop1,13F1306022,Female,T1,9.26,37.6,220
13G1000292,12G000W229,12G000W276,Pop1,13F1306022,Male,T1,9.26,37.7,220
13G100315I,12G000W229,12G000W276,Pop1,13F1306022,Female,T1,9.26,38.2,220
13G1000296,12G000W229,12G000W276,Pop1,13F1306022,Female,T1,9.26,38.4,220
13G1000299,12G000W229,12G000W276,Pop1,13F1306022,Female,T1,9.26,40.4,220
13G1002904,12G000W229,12G000W276,Pop1,13F1306022,Male,T2,8.45,19.4,220
13G1002908,12G000W229,12G000W276,Pop1,13F1306022,Female,T2,8.45,25,220
13G1002931,12G000W229,12G000W276,Pop1,13F1306022,Female,T2,8.45,25.2,220
13G1002923,12G000W229,12G000W276,Pop1,13F1306022,Male,T2,8.45,26,220
13G100177I,12G000W229,12G000W276,Pop1,13F1306022,Female,T2,8.45,32.6,220
13G1003319,12G000W229,12G000W276,Pop1,13F1306022,Male,T2,8.89,30.2,220
13G1003300,12G000W229,12G000W276,Pop1,13F1306022,Male,T2,8.89,31.2,220
13G1003285,12G000W229,12G000W276,Pop1,13F1306022,Female,T2,8.89,36,220
13G1003313,12G000W229,12G000W276,Pop1,13F1306022,Female,T2,8.89,36.7,220
13G1003309,12G000W229,12G000W276,Pop1,13F1306022,Female,T2,8.89,36.9,220
13G1003297,12G000W229,12G000W276,Pop1,13F1306022,Female,T2,8.89,37.4,220
13G100415I,12G000W229,12G000W276,Pop1,13F1306022,Female,T2,8.89,42.5,220
13G1000306,12G000W229,12G000W276,Pop1,13F1306022,Male,T2,9.26,25.8,220
13G100390I,12G000W229,12G000W276,Pop1,13F1306022,Male,T2,9.26,29.3,220
13G1000297,12G000W229,12G000W276,Pop1,13F1306022,Male,T2,9.26,33.6,220
13G100369I,12G000W229,12G000W276,Pop1,13F1306022,Female,T2,9.26,34.2,220
13G100374I,12G000W229,12G000W276,Pop1,13F1306022,Female,T2,9.26,34.7,220
13G1000300,12G000W229,12G000W276,Pop1,13F1306022,Female,T2,9.26,35.5,220
13G1000307,12G000W229,12G000W276,Pop1,13F1306022,Female,T2,9.26,39.1,220
13G1002212,12G000M744,12G000V595,Pop1,13F1306025,Male,T1,6.08,28.6,220
13G1002217,12G000M744,12G000V595,Pop1,13F1306025,Male,T1,6.08,29.1,220
13G1002193,12G000M744,12G000V595,Pop1,13F1306025,Female,T1,6.08,34.6,220
13G100840I,12G000M744,12G000V595,Pop1,13F1306025,Female,T1,6.08,40.5,220
13G1000388,12G000M744,12G000V595,Pop1,13F1306025,Male,T1,7.35,28.2,220
13G100323I,12G000M744,12G000V595,Pop1,13F1306025,Male,T1,7.35,30.4,220
13G1000370,12G000M744,12G000V595,Pop1,13F1306025,Female,T1,7.35,31,220
13G1000386,12G000M744,12G000V595,Pop1,13F1306025,Male,T1,7.35,32.8,220
13G100396I,12G000M744,12G000V595,Pop1,13F1306025,Male,T1,7.35,36.6,220
13G1000381,12G000M744,12G000V595,Pop1,13F1306025,Female,T1,7.35,39.9,220
13G1000329,12G000M744,12G000V595,Pop1,13F1306025,Male,T1,7.54,29.2,220
13G1000336,12G000M744,12G000V595,Pop1,13F1306025,Female,T1,7.54,30.4,220
13G1000323,12G000M744,12G000V595,Pop1,13F1306025,Male,T1,7.54,32.2,220
13G100319I,12G000M744,12G000V595,Pop1,13F1306025,Male,T1,7.54,32.7,220
13G1000344,12G000M744,12G000V595,Pop1,13F1306025,Female,T1,7.54,37,220
13G100385I,12G000M744,12G000V595,Pop1,13F1306025,Female,T1,7.54,38.1,220
13G1000338,12G000M744,12G000V595,Pop1,13F1306025,Female,T1,7.54,41,220
13G1002197,12G000M744,12G000V595,Pop1,13F1306025,Male,T2,6.08,24,220
13G1002187,12G000M744,12G000V595,Pop1,13F1306025,Male,T2,6.08,24.9,220
13G1002203,12G000M744,12G000V595,Pop1,13F1306025,Male,T2,6.08,25.6,220
13G100845I,12G000M744,12G000V595,Pop1,13F1306025,Male,T2,6.08,27.9,220
13G100656I,12G000M744,12G000V595,Pop1,13F1306025,Male,T2,6.08,29.1,220
13G100867I,12G000M744,12G000V595,Pop1,13F1306025,Male,T2,6.08,34.9,220
13G100022I,12G000M744,12G000V595,Pop1,13F1306025,Female,T2,6.08,36,220
13G1002224,12G000M744,12G000V595,Pop1,13F1306025,Female,T2,6.08,36.2,220
13G1002218,12G000M744,12G000V595,Pop1,13F1306025,Female,T2,6.08,36.6,220
13G1000380,12G000M744,12G000V595,Pop1,13F1306025,Male,T2,7.35,29.6,220
13G100331I,12G000M744,12G000V595,Pop1,13F1306025,Female,T2,7.35,30.1,220
13G1000376,12G000M744,12G000V595,Pop1,13F1306025,Male,T2,7.35,30.4,220
13G100329I,12G000M744,12G000V595,Pop1,13F1306025,Female,T2,7.35,35.1,220
13G100379I,12G000M744,12G000V595,Pop1,13F1306025,Female,T2,7.35,37.1,220
13G1000372,12G000M744,12G000V595,Pop1,13F1306025,Female,T2,7.35,37.5,220
13G1000347,12G000M744,12G000V595,Pop1,13F1306025,Male,T2,7.54,29.3,220
13G100359I,12G000M744,12G000V595,Pop1,13F1306025,Male,T2,7.54,29.8,220
13G100305I,12G000M744,12G000V595,Pop1,13F1306025,Female,T2,7.54,30.3,220
13G1000346,12G000M744,12G000V595,Pop1,13F1306025,Female,T2,7.54,37.2,220
13G100373I,12G000M744,12G000V595,Pop1,13F1306025,Female,T2,7.54,45.8,220
13G1001075,12G000V433,12G000V307,Pop1,13F1306031,Male,T1,6.56,32.8,214
13G1001084,12G000V433,12G000V307,Pop1,13F1306031,Male,T1,6.56,34.1,214
13G100631I,12G000V433,12G000V307,Pop1,13F1306031,Male,T1,6.56,35.2,214
13G100945I,12G000V433,12G000V307,Pop1,13F1306031,Female,T1,6.56,39,214
13G1001081,12G000V433,12G000V307,Pop1,13F1306031,Female,T1,6.56,39.1,214
13G1001068,12G000V433,12G000V307,Pop1,13F1306031,Female,T1,6.56,39.3,214
13G1004035,12G000V433,12G000V307,Pop1,13F1306031,Male,T1,7.03,32.3,214
13G1004037,12G000V433,12G000V307,Pop1,13F1306031,Male,T1,7.03,32.4,214
13G100454J,12G000V433,12G000V307,Pop1,13F1306031,Male,T1,7.03,33,214
13G1004022,12G000V433,12G000V307,Pop1,13F1306031,Male,T1,7.03,34.1,214
13G1004027,12G000V433,12G000V307,Pop1,13F1306031,Male,T1,7.03,34.8,214
13G100462J,12G000V433,12G000V307,Pop1,13F1306031,Male,T1,7.03,36.5,214
13G1004019,12G000V433,12G000V307,Pop1,13F1306031,Female,T1,7.03,42.8,214
13G100421J,12G000V433,12G000V307,Pop1,13F1306031,Female,T1,7.03,42.9,214
13G1004048,12G000V433,12G000V307,Pop1,13F1306031,Female,T1,7.03,43,214
13G1004020,12G000V433,12G000V307,Pop1,13F1306031,Female,T1,7.03,44,214
13G100754I,12G000V433,12G000V307,Pop1,13F1306031,Male,T1,7.34,29.8,213
13G1000753,12G000V433,12G000V307,Pop1,13F1306031,Male,T1,7.34,30.7,213
13G1000747,12G000V433,12G000V307,Pop1,13F1306031,Male,T1,7.34,32.6,213
13G1000733,12G000V433,12G000V307,Pop1,13F1306031,Female,T1,7.34,33.9,213
13G100728I,12G000V433,12G000V307,Pop1,13F1306031,Male,T1,7.34,34.7,213
13G1000736,12G000V433,12G000V307,Pop1,13F1306031,Female,T1,7.34,36.2,213
13G1000762,12G000V433,12G000V307,Pop1,13F1306031,Female,T1,7.34,36.4,213
13G1000742,12G000V433,12G000V307,Pop1,13F1306031,Female,T1,7.34,36.5,213
13G1000741,12G000V433,12G000V307,Pop1,13F1306031,Female,T1,7.34,37.4,213
13G100813I,12G000V433,12G000V307,Pop1,13F1306031,Male,T2,6.56,29.8,214
13G1001072,12G000V433,12G000V307,Pop1,13F1306031,Male,T2,6.56,31.7,214
13G1001077,12G000V433,12G000V307,Pop1,13F1306031,Male,T2,6.56,34,214
13G1001079,12G000V433,12G000V307,Pop1,13F1306031,Female,T2,6.56,35.8,214
13G100906I,12G000V433,12G000V307,Pop1,13F1306031,Female,T2,6.56,38.8,214
13G100942I,12G000V433,12G000V307,Pop1,13F1306031,Female,T2,6.56,39.6,214
13G1001070,12G000V433,12G000V307,Pop1,13F1306031,Female,T2,6.56,41,214
13G1001080,12G000V433,12G000V307,Pop1,13F1306031,Female,T2,6.56,47.5,214
13G100465J,12G000V433,12G000V307,Pop1,13F1306031,Male,T2,7.03,30,214
13G1004047,12G000V433,12G000V307,Pop1,13F1306031,Male,T2,7.03,31.1,214
13G1004028,12G000V433,12G000V307,Pop1,13F1306031,Male,T2,7.03,32.2,214
13G1004026,12G000V433,12G000V307,Pop1,13F1306031,Female,T2,7.03,36.9,214
13G100426J,12G000V433,12G000V307,Pop1,13F1306031,Male,T2,7.03,37.7,214
13G100762I,12G000V433,12G000V307,Pop1,13F1306031,Male,T2,7.34,29.4,213
13G1000735,12G000V433,12G000V307,Pop1,13F1306031,Female,T2,7.34,32.5,213
13G1000744,12G000V433,12G000V307,Pop1,13F1306031,Female,T2,7.34,34.2,213
13G1000739,12G000V433,12G000V307,Pop1,13F1306031,Female,T2,7.34,34.9,213
13G100772I,12G000V433,12G000V307,Pop1,13F1306031,Male,T2,7.34,35.1,213
13G100795I,12G000V433,12G000V307,Pop1,13F1306031,Female,T2,7.34,37.5,213
13G1000171,12G000M769,12G000V379,Pop1,13F1306033,Male,T1,5.41,27.8,212
13G1000165,12G000M769,12G000V379,Pop1,13F1306033,Male,T1,5.41,28.3,212
13G1000159,12G000M769,12G000V379,Pop1,13F1306033,Male,T1,5.41,30.2,212
13G1000149,12G000M769,12G000V379,Pop1,13F1306033,Female,T1,5.41,30.6,212
13G1000148,12G000M769,12G000V379,Pop1,13F1306033,Male,T1,5.41,31.7,212
13G100910G,12G000M769,12G000V379,Pop1,13F1306033,Male,T1,5.41,32.7,212
13G1000158,12G000M769,12G000V379,Pop1,13F1306033,Female,T1,5.41,35,212
13G1000161,12G000M769,12G000V379,Pop1,13F1306033,Female,T1,5.41,35.3,212
13G100804G,12G000M769,12G000V379,Pop1,13F1306033,Female,T1,5.41,37.9,212
13G1000407,12G000M769,12G000V379,Pop1,13F1306033,Male,T1,6.1,27.1,212
13G1000418,12G000M769,12G000V379,Pop1,13F1306033,Male,T1,6.1,29.4,212
13G1000406,12G000M769,12G000V379,Pop1,13F1306033,Male,T1,6.1,30.5,212
13G1000420,12G000M769,12G000V379,Pop1,13F1306033,Male,T1,6.1,31.1,212
13G1000401,12G000M769,12G000V379,Pop1,13F1306033,Female,T1,6.1,37.3,212
13G100349I,12G000M769,12G000V379,Pop1,13F1306033,Female,T1,6.1,39.6,212
13G1000412,12G000M769,12G000V379,Pop1,13F1306033,Female,T1,6.1,43.2,212
13G1002256,12G000M769,12G000V379,Pop1,13F1306033,Female,T1,7,32.2,212
13G1002238,12G000M769,12G000V379,Pop1,13F1306033,Male,T1,7,32.2,212
13G100891I,12G000M769,12G000V379,Pop1,13F1306033,Female,T1,7,40.2,212
13G100826I,12G000M769,12G000V379,Pop1,13F1306033,Female,T1,7,43.4,212
13G100817I,12G000M769,12G000V379,Pop1,13F1306033,Female,T1,7,44.8,212
13G1000155,12G000M769,12G000V379,Pop1,13F1306033,Male,T2,5.41,25,212
13G1000162,12G000M769,12G000V379,Pop1,13F1306033,Female,T2,5.41,27,212
