Row,Column,Value
37,17,-0.000294981723437929
37,18,-0.000192333378210415
37,19,-0.000294981723437929
37,20,-0.00077833628753449
37,21,-0.000945936195175128
37,22,-0.000945936195175128
37,23,-0.000945936195175128
37,24,-0.00120556881447144
37,25,-0.00120556881447144
37,26,0.0011670555060448
37,27,-0.000313481624395509
37,28,0.0017648661566818
37,29,0
37,31,0
37,32,-0.000515185834030288
37,33,-0.0449877620207892
37,34,0.0012032070987475
37,35,-0.00165420905716599
37,36,-0.0306014728394979
37,37,1.1366926752532
38,1,-9.82140500512879e-05
38,5,-0.0010509491790836
38,6,0.0163887878669077
38,7,0.0193849170721273
38,8,-0.0076824143969445
38,9,0.00014402975920686
38,10,0.000452394912843906
38,11,-0.0038700998850657
38,12,-0.0038700998850657
38,13,-0.200206780555984
38,14,-0.0038700998850657
38,15,-0.0038700998850657
38,16,-0.0038700998850657
38,17,-0.00827938318556192
38,18,-0.0038700998850657
38,19,-0.00827938318556192
38,20,-0.00756325720896702
38,21,0.00472562052098155
38,22,0.00472562052098155
38,23,0.00472562052098155
38,24,-0.00111730597024698
38,25,-0.00111730597024698
38,26,2.82923964780489e-05
38,27,-0.0953059920994535
38,28,0.000919164725363079
38,29,0
38,31,0
38,32,-0.0109123232276539
38,33,-0.000313481624395509
38,34,5.14730685546111e-05
38,35,-0.00175425235247012
38,36,0.00221310843670705
38,37,-0.000313481624395509
38,38,0.725206828413367
39,1,-0.000737579584948233
39,5,-0.00837197529747013
39,6,0.00226013053154433
39,7,0.0101551599435214
39,8,-0.0063326760208366
39,9,-0.00176849219531612
39,10,0.0233562239937705
39,11,-0.000326470172240662
39,12,-0.000326470172240662
39,13,-0.280224831815901
39,14,-0.000326470172240662
39,15,-0.000326470172240662
39,16,-0.000326470172240662
39,17,-0.00092466974531464
39,18,-0.000326470172240662
39,19,-0.00092466974531464
39,20,-0.00114721662369306
39,21,0.00166454599153235
39,22,0.00166454599153235
39,23,0.00166454599153235
39,24,-0.0565991870561786
39,25,-0.0565991870561786
39,26,-0.0152467468093701
39,27,-0.00111730597024698
39,28,0.00247036919699615
39,29,0
39,31,0
39,32,-0.00170565516606456
39,33,-0.00120556881447144
39,34,-0.0154125847858655
39,35,-0.00265623701747453
39,36,-0.00197782716311495
39,37,-0.00120556881447144
39,38,-0.00111730597024698
39,39,0.785503003885982
40,1,-3.75604815982342e-05
40,5,-0.0961825196337452
40,6,-0.0116026236435579
40,7,0.113950394476318
40,8,-0.0055863390950343
40,9,0.00053384786148535
40,10,-0.0126422716923658
40,11,-0.000616190001643998
40,12,-0.000616190001643998
40,13,-0.367824496625681
40,14,-0.000616190001643998
40,15,-0.000616190001643998
40,16,-0.000616190001643998
40,17,-0.000488591300625119
40,18,-0.000616190001643998
40,19,-0.000488591300625119
40,20,-0.000355395732444866
40,21,0.00231320330048494
40,22,0.00231320330048494
40,23,0.00231320330048494
40,24,-0.00659578003609188
40,25,-0.00659578003609188
40,26,-0.00196726101855548
40,27,-0.000827980180070695
40,28,-5.19913339710039e-05
40,29,0
40,31,0
40,32,-0.00168010754071767
40,33,-9.03627213715045e-05
40,34,-0.0019735515726604
40,35,-0.00041377056808059
40,36,-0.000814810017389815
40,37,-9.03627213715045e-05
40,38,-0.000827980180070695
40,39,-0.00659578003609188
40,40,0.766325720004296
41,1,-0.000737579584948233
41,5,-0.00837197529747013
41,6,0.00226013053154433
41,7,0.0101551599435214
41,8,-0.0063326760208366
41,9,-0.00176849219531612
41,10,0.0233562239937705
41,11,-0.000326470172240662
41,12,-0.000326470172240662
41,13,-0.280224831815901
41,14,-0.000326470172240662
41,15,-0.000326470172240662
41,16,-0.000326470172240662
41,17,-0.00092466974531464
41,18,-0.000326470172240662
41,19,-0.00092466974531464
41,20,-0.00114721662369306
41,21,0.00166454599153235
41,22,0.00166454599153235
41,23,0.00166454599153235
41,24,-0.0565991870561786
41,25,-0.0565991870561786
41,26,-0.0152467468093701
41,27,-0.00111730597024698
41,28,0.00247036919699615
41,29,0
41,31,0
41,32,-0.00170565516606456
41,33,-0.00120556881447144
41,34,-0.0154125847858655
41,35,-0.00265623701747453
41,36,-0.00197782716311495
41,37,-0.00120556881447144
41,38,-0.00111730597024698
41,39,-0.0565991870561786
41,40,-0.00659578003609188
41,41,0.785503003885982
42,1,-0.000737579584948233
42,5,-0.00837197529747013
42,6,0.00226013053154433
42,7,0.0101551599435214
42,8,-0.0063326760208366
42,9,-0.00176849219531612
42,10,0.0233562239937705
42,11,-0.000326470172240662
42,12,-0.000326470172240662
42,13,-0.280224831815901
42,14,-0.000326470172240662
42,15,-0.000326470172240662
42,16,-0.000326470172240662
42,17,-0.00092466974531464
42,18,-0.000326470172240662
42,19,-0.00092466974531464
42,20,-0.00114721662369306
42,21,0.00166454599153235
42,22,0.00166454599153235
42,23,0.00166454599153235
42,24,-0.0565991870561786
42,25,-0.0565991870561786
42,26,-0.0152467468093701
42,27,-0.00111730597024698
42,28,0.00247036919699615
42,29,0
42,31,0
42,32,-0.00170565516606456
42,33,-0.00120556881447144
42,34,-0.0154125847858655
42,35,-0.00265623701747453
42,36,-0.00197782716311495
42,37,-0.00120556881447144
42,38,-0.00111730597024698
42,39,-0.0565991870561786
42,40,-0.00659578003609188
42,41,-0.0565991870561786
42,42,0.785503003885982
43,1,0.0103051007976758
43,5,0.000728419713782845
43,6,0.11986925116771
43,7,0.0085231423865323
43,8,0.0566012416125928
43,9,0.00592303263641416
43,10,0.0680001865522498
43,11,0.0041824164521466
43,12,0.0041824164521466
43,13,0.0304793837278526
43,14,0.0041824164521466
43,15,0.0041824164521466
43,16,0.0041824164521466
43,17,0.0048229640116285
43,18,0.0041824164521466
43,19,0.0048229640116285
43,20,0.00622529752151088
43,21,-0.00467667908058207
43,22,-0.00467667908058207
43,23,-0.00467667908058207
43,24,0.00335267124234929
43,25,0.00335267124234929
43,26,-0.0394872756393141
43,27,0.00277840391789972
43,28,-0.0516124362329442
43,29,0
43,31,0
43,32,0.00205029707748582
43,33,-0.0285462447194373
43,34,-0.0394390405240756
43,35,0.00800188849709655
43,36,-0.0217763471404209
43,37,-0.0285462447194373
43,38,0.00277840391789972
43,39,0.00335267124234929
43,40,0.000573878449870306
43,41,0.00335267124234929
43,42,0.00335267124234929
43,43,0.726445238799689
44,1,-0.000272199520746627
44,5,-7.90962845144251e-05
44,6,0.15729056447134
44,7,0.00559775027271652
44,8,0.0530322507676078
44,9,0.00159402462927088
44,10,0.0778153670928064
44,11,-0.000132635465833174
44,12,-0.000132635465833174
44,13,-0.376081806823245
44,14,-0.000132635465833174
44,15,-0.000132635465833174
44,16,-0.000132635465833174
44,17,-0.000203423028620954
44,18,-0.000132635465833174
44,19,-0.000203423028620954
44,20,-0.000536750287612895
44,21,-0.000652329247595563
44,22,-0.000652329247595563
44,23,-0.000652329247595563
44,24,-0.000831375098743556
44,25,-0.000831375098743556
44,26,0.000804815847034501
44,27,-0.00021618078811235
44,28,0.00121707343261346
44,29,0
44,31,0
44,32,-0.000355278494679709
44,33,-0.0310241146281504
44,34,0.000829746430500302
44,35,-0.00114076293425591
44,36,-0.021103152468978
44,37,-0.0310241146281504
44,38,-0.00021618078811235
44,39,-0.000831375098743556
44,40,-6.23152453026155e-05
44,41,-0.000831375098743556
44,42,-0.000831375098743556
44,43,-0.0196858418511639
44,44,0.793506768237863
45,1,-0.000394713834973094
45,5,-0.000114696740490858
45,6,-0.3627547255499
45,7,0.00811724234967449
45,8,0.0769015427371823
45,9,0.00231147936166552
45,10,0.112839294796669
45,11,-0.000192333378210415
45,12,-0.000192333378210415
45,13,0.0454877072599037
45,14,-0.000192333378210415
45,15,-0.000192333378210415
45,16,-0.000192333378210415
45,17,-0.000294981723437929
45,18,-0.000192333378210415
45,19,-0.000294981723437929
45,20,-0.00077833628753449
45,21,-0.000945936195175128
45,22,-0.000945936195175128
45,23,-0.000945936195175128
45,24,-0.00120556881447144
45,25,-0.00120556881447144
45,26,0.0011670555060448
45,27,-0.000313481624395509
45,28,0.0017648661566818
45,29,0
45,31,0
45,32,-0.000515185834030288
45,33,-0.0449877620207892
45,34,0.0012032070987475
45,35,-0.00165420905716599
45,36,-0.0306014728394979
45,37,-0.0449877620207892
45,38,-0.000313481624395509
45,39,-0.00120556881447144
45,40,-9.03627213715045e-05
45,41,-0.00120556881447144
45,42,-0.00120556881447144
45,43,-0.0285462447194373
45,44,-0.0310241146281504
45,45,1.1366926752532
46,1,-0.000394713834973094
46,5,-0.000114696740490858
46,6,-0.3627547255499
46,7,0.00811724234967449
46,8,0.0769015427371823
46,9,0.00231147936166552
46,10,0.112839294796669
46,11,-0.000192333378210415
46,12,-0.000192333378210415
46,13,0.0454877072599037
46,14,-0.000192333378210415
46,15,-0.000192333378210415
46,16,-0.000192333378210415
46,17,-0.000294981723437929
46,18,-0.000192333378210415
46,19,-0.000294981723437929
46,20,-0.00077833628753449
46,21,-0.000945936195175128
46,22,-0.000945936195175128
46,23,-0.000945936195175128
46,24,-0.00120556881447144
46,25,-0.00120556881447144
46,26,0.0011670555060448
46,27,-0.000313481624395509
46,28,0.0017648661566818
46,29,0
46,31,0
46,32,-0.000515185834030288
46,33,-0.0449877620207892
46,34,0.0012032070987475
46,35,-0.00165420905716599
46,36,-0.0306014728394979
46,37,-0.0449877620207892
46,38,-0.000313481624395509
46,39,-0.00120556881447144
46,40,-9.03627213715045e-05
46,41,-0.00120556881447144
46,42,-0.00120556881447144
46,43,-0.0285462447194373
46,44,-0.0310241146281504
46,45,-0.0449877620207892
46,46,1.1366926752532
47,1,-0.000394713834973094
47,5,-0.000114696740490858
47,6,-0.3627547255499
47,7,0.00811724234967449
47,8,0.0769015427371823
47,9,0.00231147936166552
47,10,0.112839294796669
47,11,-0.000192333378210415
47,12,-0.000192333378210415
47,13,0.0454877072599037
47,14,-0.000192333378210415
47,15,-0.000192333378210415
47,16,-0.000192333378210415
47,17,-0.000294981723437929
47,18,-0.000192333378210415
47,19,-0.000294981723437929
47,20,-0.00077833628753449
47,21,-0.000945936195175128
47,22,-0.000945936195175128
47,23,-0.000945936195175128
47,24,-0.00120556881447144
47,25,-0.00120556881447144
47,26,0.0011670555060448
47,27,-0.000313481624395509
47,28,0.0017648661566818
47,29,0
47,31,0
47,32,-0.000515185834030288
47,33,-0.0449877620207892
47,34,0.0012032070987475
47,35,-0.00165420905716599
47,36,-0.0306014728394979
47,37,-0.0449877620207892
47,38,-0.000313481624395509
47,39,-0.00120556881447144
47,40,-9.03627213715045e-05
47,41,-0.00120556881447144
47,42,-0.00120556881447144
47,43,-0.0285462447194373
47,44,-0.0310241146281504
47,45,-0.0449877620207892
47,46,-0.0449877620207892
47,47,1.1366926752532
48,1,-0.000394713834973094
48,5,-0.000114696740490858
48,6,-0.3627547255499
48,7,0.00811724234967449
48,8,0.0769015427371823
48,9,0.00231147936166552
48,10,0.112839294796669
48,11,-0.000192333378210415
48,12,-0.000192333378210415
48,13,0.0454877072599037
48,14,-0.000192333378210415
48,15,-0.000192333378210415
48,16,-0.000192333378210415
48,17,-0.000294981723437929
48,18,-0.000192333378210415
48,19,-0.000294981723437929
48,20,-0.00077833628753449
48,21,-0.000945936195175128
48,22,-0.000945936195175128
48,23,-0.000945936195175128
48,24,-0.00120556881447144
48,25,-0.00120556881447144
48,26,0.0011670555060448
48,27,-0.000313481624395509
48,28,0.0017648661566818
48,29,0
48,31,0
48,32,-0.000515185834030288
48,33,-0.0449877620207892
48,34,0.0012032070987475
48,35,-0.00165420905716599
48,36,-0.0306014728394979
48,37,-0.0449877620207892
48,38,-0.000313481624395509
48,39,-0.00120556881447144
48,40,-9.03627213715045e-05
48,41,-0.00120556881447144
48,42,-0.00120556881447144
48,43,-0.0285462447194373
48,44,-0.0310241146281504
48,45,-0.0449877620207892
48,46,-0.0449877620207892
48,47,-0.0449877620207892
48,48,1.1366926752532
49,1,-0.000394713834973094
49,5,-0.000114696740490858
49,6,-0.3627547255499
49,7,0.00811724234967449
49,8,0.0769015427371823
49,9,0.00231147936166552
49,10,0.112839294796669
49,11,-0.000192333378210415
49,12,-0.000192333378210415
49,13,0.0454877072599037
49,14,-0.000192333378210415
49,15,-0.000192333378210415
49,16,-0.000192333378210415
49,17,-0.000294981723437929
49,18,-0.000192333378210415
49,19,-0.000294981723437929
49,20,-0.00077833628753449
49,21,-0.000945936195175128
49,22,-0.000945936195175128
49,23,-0.000945936195175128
49,24,-0.00120556881447144
49,25,-0.00120556881447144
49,26,0.0011670555060448
49,27,-0.000313481624395509
49,28,0.0017648661566818
49,29,0
49,31,0
49,32,-0.000515185834030288
49,33,-0.0449877620207892
49,34,0.0012032070987475
49,35,-0.00165420905716599
49,36,-0.0306014728394979
49,37,-0.0449877620207892
49,38,-0.000313481624395509
49,39,-0.00120556881447144
49,40,-9.03627213715045e-05
49,41,-0.00120556881447144
49,42,-0.00120556881447144
49,43,-0.0285462447194373
49,44,-0.0310241146281504
49,45,-0.0449877620207892
49,46,-0.0449877620207892
49,47,-0.0449877620207892
49,48,-0.0449877620207892
49,49,1.1366926752532
50,1,-0.000394713834973094
50,5,-0.000114696740490858
50,6,-0.3627547255499
50,7,0.00811724234967449
50,8,0.0769015427371823
50,9,0.00231147936166552
50,10,0.112839294796669
50,11,-0.000192333378210415
50,12,-0.000192333378210415
50,13,0.0454877072599037
50,14,-0.000192333378210415
50,15,-0.000192333378210415
50,16,-0.000192333378210415
50,17,-0.000294981723437929
50,18,-0.000192333378210415
50,19,-0.000294981723437929
50,20,-0.00077833628753449
50,21,-0.000945936195175128
50,22,-0.000945936195175128
50,23,-0.000945936195175128
50,24,-0.00120556881447144
50,25,-0.00120556881447144
50,26,0.0011670555060448
50,27,-0.000313481624395509
50,28,0.0017648661566818
50,29,0
50,31,0
50,32,-0.000515185834030288
50,33,-0.0449877620207892
50,34,0.0012032070987475
50,35,-0.00165420905716599
50,36,-0.0306014728394979
50,37,-0.0449877620207892
50,38,-0.000313481624395509
