AnimalID,SireID,DamID,FamilyID,SexID,Year,Breed
B0Aa0500,0,0,NA,1,2005,√ÂµÈ
B0Aa0600,0,0,NA,1,2005,√ÂµÈ
B0Aa0700,0,0,NA,1,2005,√ÂµÈ
B0Aa1200,0,0,NA,1,2005,√ÂµÈ
B0Ab0300,0,0,NA,1,2005,√ÂµÈ
B0Ab0400,0,0,NA,1,2005,√ÂµÈ
B0Ab0700,0,0,NA,1,2005,√ÂµÈ
B0Ab0800,0,0,NA,1,2005,√ÂµÈ
B0Ab1000,0,0,NA,1,2005,√ÂµÈ
B0Ab1200,0,0,NA,1,2005,√ÂµÈ
B0Ac0100,0,0,NA,1,2005,√ÂµÈ
B0Ac0200,0,0,NA,1,2005,√ÂµÈ
B0Ac0500,0,0,NA,1,2005,√ÂµÈ
B0Ba0100,0,0,NA,1,2005,’„Ω≠
B0Ba0400,0,0,NA,1,2005,’„Ω≠
B0Ba0600,0,0,NA,1,2005,’„Ω≠
B0Ba0800,0,0,NA,1,2005,’„Ω≠
B0Ba0900,0,0,NA,1,2005,’„Ω≠
B0Ba1600,0,0,NA,1,2005,’„Ω≠
B0Bb0300,0,0,NA,1,2005,’„Ω≠
B0Bb0500,0,0,NA,1,2005,’„Ω≠
B0Bb0900,0,0,NA,1,2005,’„Ω≠
B0Bb1100,0,0,NA,1,2005,’„Ω≠
B0Bc0100,0,0,NA,1,2005,’„Ω≠
B0Bc0300,0,0,NA,1,2005,’„Ω≠
B0Ca0400,0,0,NA,1,2005,π„Œ˜
B0Ca0500,0,0,NA,1,2005,π„Œ˜
B0Ca0800,0,0,NA,1,2005,π„Œ˜
B0Cb0300,0,0,NA,1,2005,π„Œ˜
B0Cb0800,0,0,NA,1,2005,π„Œ˜
B0Aa0501,0,0,NA,2,2005,√ÂµÈ
B0Aa0601,0,0,NA,2,2005,√ÂµÈ
B0Aa0603,0,0,NA,2,2005,√ÂµÈ
B0Aa0701,0,0,NA,2,2005,√ÂµÈ
B0Aa1201,0,0,NA,2,2005,√ÂµÈ
B0Ab0302,0,0,NA,2,2005,’„Ω≠
B0Ab0402,0,0,NA,2,2005,’„Ω≠
B0Ab0403,0,0,NA,2,2005,’„Ω≠
B0Ab0702,0,0,NA,2,2005,’„Ω≠
B0Ab0703,0,0,NA,2,2005,’„Ω≠
B0Ab0801,0,0,NA,2,2005,’„Ω≠
B0Ab1003,0,0,NA,2,2005,’„Ω≠
B0Ab1202,0,0,NA,2,2005,’„Ω≠
B0Ac0101,0,0,NA,2,2005,π„Œ˜
B0Ac0202,0,0,NA,2,2005,π„Œ˜
B0Ac0501,0,0,NA,2,2005,π„Œ˜
B0Ba0101,0,0,NA,2,2005,√ÂµÈ
B0Ba0402,0,0,NA,2,2005,√ÂµÈ
B0Ba0602,0,0,NA,2,2005,√ÂµÈ
B0Ba0801,0,0,NA,2,2005,√ÂµÈ
B0Ba0902,0,0,NA,2,2005,√ÂµÈ
B0Ba1602,0,0,NA,2,2005,√ÂµÈ
B0Bb0302,0,0,NA,2,2005,’„Ω≠
B0Bb0503,0,0,NA,2,2005,’„Ω≠
B0Bb0903,0,0,NA,2,2005,’„Ω≠
B0Bb1102,0,0,NA,2,2005,’„Ω≠
B0Bc0102,0,0,NA,2,2005,π„Œ˜
B0Bc0303,0,0,NA,2,2005,π„Œ˜
B0Ca0402,0,0,NA,2,2005,√ÂµÈ
B0Ca0501,0,0,NA,2,2005,√ÂµÈ
B0Ca0802,0,0,NA,2,2005,√ÂµÈ
B0Cb0302,0,0,NA,2,2005,’„Ω≠
B0Cb0802,0,0,NA,2,2005,’„Ω≠
MPG00M06,0,0,NA,1,2011,unknown
MPG00M19,0,0,NA,1,2011,unknown
MPG00M16,0,0,NA,1,2011,unknown
MPG00M14,0,0,NA,1,2011,unknown
MPG00M07,0,0,NA,1,2011,unknown
MPG00M13,0,0,NA,1,2011,unknown
MPG00M15,0,0,NA,1,2011,unknown
MPG00M21,0,0,NA,1,2011,unknown
MPG00F06,0,0,NA,2,2011,unknown
MPG00F19,0,0,NA,2,2011,unknown
MPG00F16,0,0,NA,2,2011,unknown
MPG00F14,0,0,NA,2,2011,unknown
MPG00F07,0,0,NA,2,2011,unknown
MPG00F13,0,0,NA,2,2011,unknown
MPG00F15,0,0,NA,2,2011,unknown
MPG00F21,0,0,NA,2,2011,unknown
G000M251,B0Aa0500,B0Aa0501,NA,1,2006,unknown
G000M241,B0Aa0600,B0Aa0601,NA,1,2006,unknown
G000D241,B0Aa0600,B0Aa0601,NA,2,2006,unknown
G000F411,B0Aa0600,B0Aa0603,NA,2,2006,unknown
G000F381,B0Aa0700,B0Aa0701,NA,2,2006,unknown
G000M211,B0Aa1200,B0Aa1201,NA,1,2006,unknown
G000M212,B0Aa1200,B0Aa1201,NA,1,2006,unknown
G000B211,B0Aa1200,B0Aa1201,NA,2,2006,unknown
G000F213,B0Aa1200,B0Aa1201,NA,2,2006,unknown
G000B311,B0Ab0300,B0Ab0302,NA,2,2006,unknown
G000M441,B0Ab0400,B0Ab0402,NA,1,2006,unknown
G000M271,B0Ab0400,B0Ab0403,NA,1,2006,unknown
G000M321,B0Ab0700,B0Ab0702,NA,1,2006,unknown
G000M181,B0Ab0700,B0Ab0703,NA,1,2006,unknown
G000M161,B0Ab0800,B0Ab0801,NA,1,2006,unknown
G000M231,B0Ab1000,B0Ab1003,NA,1,2006,unknown
G000M171,B0Ab1200,B0Ab1202,NA,1,2006,unknown
G000F171,B0Ab1200,B0Ab1202,NA,2,2006,unknown
G000F173,B0Ab1200,B0Ab1202,NA,2,2006,unknown
G000F202,B0Ac0100,B0Ac0101,NA,2,2006,unknown
G000B021,B0Ac0200,B0Ac0202,NA,2,2006,unknown
G000F121,B0Ac0500,B0Ac0501,NA,2,2006,unknown
G000F122,B0Ac0500,B0Ac0501,NA,2,2006,unknown
G000M332,B0Ba0100,B0Ba0101,NA,1,2006,unknown
G000F336,B0Ba0100,B0Ba0101,NA,2,2006,unknown
G000F431,B0Ba0400,B0Ba0402,NA,2,2006,unknown
G000F192,B0Ba0600,B0Ba0602,NA,2,2006,unknown
G000F194,B0Ba0600,B0Ba0602,NA,2,2006,unknown
G000F366,B0Ba0800,B0Ba0801,NA,2,2006,unknown
G000F282,B0Ba0900,B0Ba0902,NA,2,2006,unknown
G000F285,B0Ba0900,B0Ba0902,NA,2,2006,unknown
G000F286,B0Ba0900,B0Ba0902,NA,2,2006,unknown
G000M221,B0Ba1600,B0Ba1602,NA,1,2006,unknown
G000F301,B0Bb0300,B0Bb0302,NA,2,2006,unknown
G000F303,B0Bb0300,B0Bb0302,NA,2,2006,unknown
G000F305,B0Bb0300,B0Bb0302,NA,2,2006,unknown
G000M011,B0Bb0500,B0Bb0503,NA,1,2006,unknown
G000M012,B0Bb0500,B0Bb0503,NA,1,2006,unknown
G000B015,B0Bb0500,B0Bb0503,NA,2,2006,unknown
G000M341,B0Bb0900,B0Bb0903,NA,1,2006,unknown
G000M061,B0Bb1100,B0Bb1102,NA,1,2006,unknown
G000M062,B0Bb1100,B0Bb1102,NA,1,2006,unknown
G000B521,B0Bc0100,B0Bc0102,NA,2,2006,unknown
G000F525,B0Bc0100,B0Bc0102,NA,2,2006,unknown
G000M401,B0Bc0300,B0Bc0303,NA,1,2006,unknown
G000F402,B0Bc0300,B0Bc0303,NA,2,2006,unknown
G000F403,B0Bc0300,B0Bc0303,NA,2,2006,unknown
G000M461,B0Ca0400,B0Ca0402,NA,1,2006,unknown
G000F464,B0Ca0400,B0Ca0402,NA,2,2006,unknown
G000F514,B0Ca0500,B0Ca0501,NA,2,2006,unknown
G000M092,B0Ca0800,B0Ca0802,NA,1,2006,unknown
G000F355,B0Cb0300,B0Cb0302,NA,2,2006,unknown
G000M481,B0Cb0800,B0Cb0802,NA,1,2006,unknown
G000F482,B0Cb0800,B0Cb0802,NA,2,2006,unknown
G600B006,MPG00M06,MPG00F06,NA,2,2012,unknown
G600C608,MPG00M14,MPG00F14,NA,2,2012,unknown
G600C939,MPG00M16,MPG00F16,NA,2,2012,unknown
G600F837,MPG00M19,MPG00F19,NA,2,2012,unknown
G600G244,MPG00M19,MPG00F19,NA,1,2012,unknown
G600H396,MPG00M14,MPG00F14,NA,2,2012,unknown
G600I679,MPG00M07,MPG00F07,NA,1,2012,unknown
G600J395,MPG00M14,MPG00F14,NA,1,2012,unknown
G600J398,MPG00M06,MPG00F06,NA,1,2012,unknown
G600K011,MPG00M15,MPG00F15,NA,2,2012,unknown
G600K120,MPG00M15,MPG00F15,NA,2,2012,unknown
G600K498,MPG00M13,MPG00F13,NA,2,2012,unknown
G600A487,MPG00M21,MPG00F21,NA,1,2012,unknown
G100C442,G000M011,G000F213,NA,1,2007,unknown
G100C374,G000M012,G000D241,NA,1,2007,unknown
G100C393,G000M012,G000D241,NA,2,2007,unknown
G100C172,G000M061,G000F202,NA,2,2007,unknown
G100C764,G000M062,G000B021,NA,1,2007,unknown
G100B012,G000M092,G000B211,NA,1,2007,unknown
G100A970,G000M092,G000B211,NA,2,2007,unknown
G100C584,G000M092,G000B521,NA,1,2007,unknown
G100B512,G000M092,G000B521,NA,2,2007,unknown
G100B521,G000M092,G000B521,NA,2,2007,unknown
G100B487,G000M161,G000F194,NA,1,2007,unknown
G100B203,G000M161,G000F194,NA,2,2007,unknown
G100B204,G000M161,G000F194,NA,2,2007,unknown
G100B552,G000M161,G000F381,NA,1,2007,unknown
G100B398,G000M161,G000F381,NA,2,2007,unknown
G100B551,G000M161,G000F381,NA,2,2007,unknown
G100D266,G000M171,G000F366,NA,2,2007,unknown
G100B043,G000M171,G000F525,NA,1,2007,unknown
G100B040,G000M171,G000F525,NA,2,2007,unknown
G100C067,G000M181,G000F286,NA,1,2007,unknown
G100C032,G000M181,G000F286,NA,2,2007,unknown
G100C062,G000M181,G000F286,NA,2,2007,unknown
G100B902,G000M211,G000F121,NA,2,2007,unknown
G100B829,G000M212,G000B015,NA,1,2007,unknown
G100B983,G000M212,G000B015,NA,2,2007,unknown
G100C008,G000M212,G000B015,NA,2,2007,unknown
G100C415,G000M212,G000B311,NA,1,2007,unknown
G100C360,G000M212,G000B311,NA,2,2007,unknown
G100C371,G000M212,G000B311,NA,2,2007,unknown
G100A090,G000M221,G000F411,NA,1,2007,unknown
G100A049,G000M221,G000F411,NA,2,2007,unknown
G100B777,G000M231,G000F464,NA,1,2007,unknown
G100B749,G000M231,G000F464,NA,2,2007,unknown
G100C612,G000M241,G000F431,NA,1,2007,unknown
G100A586,G000M241,G000F431,NA,2,2007,unknown
G100A587,G000M241,G000F431,NA,2,2007,unknown
G100A588,G000M241,G000F431,NA,2,2007,unknown
G100C693,G000M241,G000F482,NA,1,2007,unknown
G100B947,G000M241,G000F482,NA,2,2007,unknown
G100B956,G000M241,G000F482,NA,2,2007,unknown
G100C573,G000M251,G000F301,NA,1,2007,unknown
G100A130,G000M251,G000F301,NA,2,2007,unknown
G100B215,G000M251,G000F402,NA,1,2007,unknown
G100C730,G000M271,G000F305,NA,1,2007,unknown
G100A233,G000M271,G000F336,NA,1,2007,unknown
G100A042,G000M271,G000F336,NA,2,2007,unknown
G100C841,G000M271,G000F336,NA,2,2007,unknown
G100A703,G000M321,G000F303,NA,1,2007,unknown
G100A672,G000M321,G000F303,NA,2,2007,unknown
G100C114,G000M332,G000F514,NA,1,2007,unknown
G100B161,G000M341,G000F122,NA,2,2007,unknown
G100B613,G000M341,G000F171,NA,1,2007,unknown
G100B624,G000M341,G000F171,NA,2,2007,unknown
G100B461,G000M401,G000F285,NA,1,2007,unknown
G100B420,G000M401,G000F285,NA,2,2007,unknown
G100B422,G000M401,G000F285,NA,2,2007,unknown
G100B445,G000M401,G000F285,NA,2,2007,unknown
G100C565,G000M441,G000F192,NA,1,2007,unknown
G100A886,G000M441,G000F192,NA,2,2007,unknown
G100B770,G000M441,G000F355,NA,1,2007,unknown
G100B816,G000M441,G000F355,NA,2,2007,unknown
G100C547,G000M441,G000F403,NA,1,2007,unknown
G100C940,G000M441,G000F403,NA,2,2007,unknown
G100D108,G000M441,G000F403,NA,2,2007,unknown
G100A634,G000M461,G000F282,NA,1,2007,unknown
G100A620,G000M461,G000F282,NA,2,2007,unknown
G100A623,G000M461,G000F282,NA,2,2007,unknown
G100B359,G000M481,G000F173,NA,2,2007,unknown
G700O333,G600G244,G600C608,NA,2,2013,unknown
G700O388,G600G244,G600C608,NA,1,2013,unknown
G700O608,G600A487,G600H396,NA,2,2013,unknown
G700O732,G600A487,G600F837,NA,2,2013,unknown
G700O799,G600A487,G600F837,NA,2,2013,unknown
G700O838,G600A487,G600C939,NA,1,2013,unknown
G700O895,G600A487,G600C939,NA,2,2013,unknown
G700P004,G600J398,G600K498,NA,1,2013,unknown
G700P208,G600J395,G600B006,NA,2,2013,unknown
G700P365,G600I679,G600K120,NA,1,2013,unknown
G700P487,G600I679,G600K011,NA,1,2013,unknown
G700P527,G600I679,G600K011,NA,2,2013,unknown
G700P588,G600I679,G600K011,NA,2,2013,unknown
G200M191,G100A090,G100C032,NA,1,2008,unknown
G200G703,G100A233,G100A587,NA,2,2008,unknown
G200I834,G100A233,G100A587,NA,2,2008,unknown
G200M257,G100A233,G100A587,NA,2,2008,unknown
G200A406,G100A233,G100B359,NA,2,2008,unknown
G200T047,G100A634,G100A970,NA,1,2008,unknown
G200K927,G100A703,G100B040,NA,1,2008,unknown
G200A106,G100A703,G100B040,NA,2,2008,unknown
G200I912,G100A703,G100B040,NA,2,2008,unknown
G200L879,G100A703,G100B398,NA,1,2008,unknown
G200T103,G100B012,G100A042,NA,1,2008,unknown
G200I685,G100B012,G100A042,NA,2,2008,unknown
G200L416,G100B012,G100B420,NA,1,2008,unknown
G200K070,G100B043,G100A886,NA,1,2008,unknown
G200E919,G100B043,G100A886,NA,2,2008,unknown
G200L469,G100B215,G100B512,NA,1,2008,unknown
G200C678,G100B215,G100B512,NA,2,2008,unknown
G200T126,G100B461,G100A672,NA,1,2008,unknown
G200E190,G100B461,G100B749,NA,2,2008,unknown
G200J568,G100B461,G100B749,NA,2,2008,unknown
G200K525,G100B461,G100C841,NA,1,2008,unknown
G200L966,G100B461,G100C841,NA,2,2008,unknown
G200K432,G100B487,G100B521,NA,1,2008,unknown
G200A123,G100B487,G100B521,NA,2,2008,unknown
G200E094,G100B487,G100B521,NA,2,2008,unknown
G200J193,G100B487,G100B521,NA,2,2008,unknown
G200K845,G100B552,G100B902,NA,1,2008,unknown
G200G789,G100B552,G100B902,NA,2,2008,unknown
G200K879,G100B613,G100C172,NA,1,2008,unknown
G200H166,G100B613,G100C172,NA,2,2008,unknown
G200K107,G100B613,G100C172,NA,2,2008,unknown
G200I958,G100B613,G100C371,NA,2,2008,unknown
G200L414,G100B770,G100A588,NA,1,2008,unknown
G200F152,G100B770,G100A588,NA,2,2008,unknown
G200K137,G100B770,G100B983,NA,1,2008,unknown
G200K166,G100B770,G100C062,NA,1,2008,unknown
G200A276,G100B770,G100C062,NA,2,2008,unknown
G200T001,G100B777,G100C360,NA,1,2008,unknown
G200D095,G100B777,G100C360,NA,2,2008,unknown
G200F066,G100B777,G100C360,NA,2,2008,unknown
G200K491,G100B829,G100A620,NA,1,2008,unknown
G200I504,G100B829,G100A620,NA,2,2008,unknown
G200T112,G100C067,G100B947,NA,1,2008,unknown
G200G865,G100C067,G100B947,NA,2,2008,unknown
G200K508,G100C114,G100B161,NA,1,2008,unknown
G200G697,G100C374,G100A130,NA,2,2008,unknown
G200K060,G100C374,G100B203,NA,1,2008,unknown
G200J551,G100C374,G100B203,NA,2,2008,unknown
G200K111,G100C415,G100A049,NA,1,2008,unknown
G200K967,G100C415,G100B816,NA,1,2008,unknown
G200F736,G100C415,G100B816,NA,2,2008,unknown
G200I451,G100C415,G100B816,NA,2,2008,unknown
G200L426,G100C415,G100D108,NA,1,2008,unknown
G200I822,G100C415,G100D108,NA,2,2008,unknown
G200K375,G100C415,G100D108,NA,2,2008,unknown
G200T100,G100C442,G100B624,NA,1,2008,unknown
G200T105,G100C547,G100A623,NA,1,2008,unknown
G200C299,G100C547,G100A623,NA,2,2008,unknown
G200I969,G100C547,G100B204,NA,2,2008,unknown
G200J404,G100C547,G100B204,NA,2,2008,unknown
G200T121,G100C565,G100B956,NA,1,2008,unknown
G200E404,G100C565,G100B956,NA,2,2008,unknown
G200H552,G100C565,G100B956,NA,2,2008,unknown
G200F028,G100C573,G100B551,NA,2,2008,unknown
G200I878,G100C573,G100B551,NA,2,2008,unknown
G200K230,G100C584,G100C393,NA,1,2008,unknown
G200C167,G100C584,G100C393,NA,2,2008,unknown
G200C348,G100C584,G100C393,NA,2,2008,unknown
G200K881,G100C612,G100D266,NA,1,2008,unknown
G200A159,G100C612,G100D266,NA,2,2008,unknown
G200E492,G100C693,G100C008,NA,2,2008,unknown
G200C910,G100C730,G100B422,NA,2,2008,unknown
G200F319,G100C730,G100B422,NA,2,2008,unknown
G200K093,G100C730,G100B445,NA,1,2008,unknown
G200I267,G100C730,G100B445,NA,2,2008,unknown
G200L295,G100C764,G100A586,NA,1,2008,unknown
G200L290,G100C764,G100C940,NA,1,2008,unknown
G800B940,G700P365,G700O799,NA,1,2014,unknown
G800B967,G700P365,G700O799,NA,2,2014,unknown
G800C035,G700P365,G700O333,NA,1,2014,unknown
G800C038,G700P365,G700O333,NA,1,2014,unknown
G800C119,G700O838,G700P208,NA,2,2014,unknown
G800C205,G700O838,G700P527,NA,2,2014,unknown
G800C210,G700O838,G700P527,NA,2,2014,unknown
G800C310,G700O388,G700P588,NA,1,2014,unknown
G800C324,G700O388,G700P588,NA,2,2014,unknown
G800C327,G700O388,G700P588,NA,2,2014,unknown
G800C738,G700P487,G700O608,NA,1,2014,unknown
G800C750,G700P487,G700O608,NA,2,2014,unknown
G800C836,G700P487,G700O895,NA,1,2014,unknown
G800C840,G700P487,G700O895,NA,1,2014,unknown
G800C863,G700P487,G700O895,NA,2,2014,unknown
G800D162,G700P004,G700O732,NA,1,2014,unknown
G800D166,G700P004,G700O732,NA,2,2014,unknown
G300K420,G200K060,G200A406,NA,1,2009,unknown
G300K058,G200K060,G200I451,NA,1,2009,unknown
G300F798,G200K070,G200F319,NA,2,2009,unknown
G300I705,G200K070,G200F319,NA,2,2009,unknown
G300I126,G200K093,G200K107,NA,2,2009,unknown
G300N563,G200K111,G200C678,NA,1,2009,unknown
G300C829,G200K111,G200C678,NA,2,2009,unknown
G300K090,G200K111,G200G703,NA,1,2009,unknown
G300A905,G200K111,G200G703,NA,2,2009,unknown
G300N195,G200K137,G200E094,NA,1,2009,unknown
G300D603,G200K137,G200E094,NA,2,2009,unknown
G300N595,G200K166,G200I834,NA,1,2009,unknown
G300A211,G200K166,G200I834,NA,2,2009,unknown
G300K172,G200K230,G200F736,NA,1,2009,unknown
G300F672,G200K230,G200I969,NA,1,2009,unknown
G300F964,G200K230,G200I969,NA,2,2009,unknown
G300T051,G200K432,G200F152,NA,1,2009,unknown
G300G433,G200K432,G200F152,NA,2,2009,unknown
G300L007,G200K432,G200F152,NA,2,2009,unknown
G300K081,G200K491,G200A159,NA,1,2009,unknown
G300L455,G200K491,G200J404,NA,2,2009,unknown
G300B441,G200K508,G200A276,NA,2,2009,unknown
G300K079,G200K508,G200C910,NA,1,2009,unknown
G300B872,G200K508,G200C910,NA,2,2009,unknown
G300K493,G200K525,G200G697,NA,1,2009,unknown
G300K963,G200K525,G200J551,NA,1,2009,unknown
G300K136,G200K845,G200C299,NA,1,2009,unknown
G300C065,G200K845,G200C299,NA,2,2009,unknown
G300C128,G200K845,G200C299,NA,2,2009,unknown
G300N628,G200K879,G200K375,NA,1,2009,unknown
G300B839,G200K879,G200L966,NA,2,2009,unknown
G300K446,G200K881,G200I267,NA,1,2009,unknown
G300I783,G200K881,G200I267,NA,2,2009,unknown
G300O028,G200K927,G200F066,NA,2,2009,unknown
G300E295,G200K967,G200M257,NA,2,2009,unknown
G300K392,G200L290,G200C348,NA,1,2009,unknown
G300I330,G200L295,G200F028,NA,2,2009,unknown
G300K382,G200L295,G200H166,NA,1,2009,unknown
G300A141,G200L295,G200H166,NA,2,2009,unknown
G300K806,G200L414,G200I685,NA,1,2009,unknown
G300K101,G200L416,G200I878,NA,1,2009,unknown
G300A618,G200L416,G200I878,NA,2,2009,unknown
G300B733,G200L416,G200I878,NA,2,2009,unknown
G300N600,G200L426,G200J193,NA,1,2009,unknown
G300B147,G200L426,G200J193,NA,2,2009,unknown
G300A559,G200L469,G200H552,NA,2,2009,unknown
G300G385,G200L469,G200H552,NA,2,2009,unknown
G300L906,G200L469,G200H552,NA,2,2009,unknown
G300C426,G200L469,G200I958,NA,2,2009,unknown
G300K759,G200L879,G200D095,NA,1,2009,unknown
G300A955,G200L879,G200G865,NA,2,2009,unknown
G300N458,G200M191,G200I822,NA,1,2009,unknown
G300I454,G200M191,G200I822,NA,2,2009,unknown
G300I745,G200T001,G200E404,NA,2,2009,unknown
G300L729,G200T001,G200E404,NA,2,2009,unknown
G300L082,G200T047,G200E919,NA,2,2009,unknown
G300M597,G200T047,G200E919,NA,2,2009,unknown
G300K925,G200T100,G200A123,NA,1,2009,unknown
G300F851,G200T100,G200A123,NA,2,2009,unknown
G300I465,G200T100,G200A123,NA,2,2009,unknown
G300L506,G200T100,G200J568,NA,2,2009,unknown
G300K153,G200T103,G200A106,NA,1,2009,unknown
G300N480,G200T103,G200A106,NA,2,2009,unknown
G300N192,G200T105,G200E492,NA,1,2009,unknown
G300L259,G200T105,G200E492,NA,2,2009,unknown
G300K657,G200T105,G200I912,NA,1,2009,unknown
G300A361,G200T112,G200G789,NA,2,2009,unknown
G300F202,G200T112,G200G789,NA,2,2009,unknown
G300I421,G200T112,G200G789,NA,2,2009,unknown
G300B655,G200T121,G200E190,NA,2,2009,unknown
G300K456,G200T121,G200I504,NA,1,2009,unknown
G300K668,G200T126,G200C167,NA,1,2009,unknown
G300B492,G200T126,G200C167,NA,2,2009,unknown
G300D101,G200T126,G200C167,NA,2,2009,unknown
G900A516,G800B940,G800C327,NA,2,2015,unknown
G900B888,G800B940,G800C327,NA,2,2015,unknown
G900C523,G800B940,G800C327,NA,2,2015,unknown
G900A235,G800C038,G800C750,NA,1,2015,unknown
G900B150,G800C038,G800C750,NA,1,2015,unknown
G900C837,G800C038,G800C750,NA,2,2015,unknown
G900A902,G800C836,G800C119,NA,2,2015,unknown
G900C014,G800C836,G800C119,NA,2,2015,unknown
G900C222,G800C836,G800C119,NA,2,2015,unknown
G900C594,G800C836,G800C119,NA,1,2015,unknown
G900D317,G800C836,G800C119,NA,2,2015,unknown
G900A262,G800C738,G800D166,NA,2,2015,unknown
G900C064,G800C738,G800D166,NA,1,2015,unknown
G900C409,G800C738,G800D166,NA,1,2015,unknown
G900D588,G800C738,G800D166,NA,2,2015,unknown
G900A910,G800C310,G800C210,NA,2,2015,unknown
G900B828,G800C310,G800C210,NA,2,2015,unknown
G900C640,G800C310,G800C863,NA,1,2015,unknown
G900C875,G800D162,G800B967,NA,1,2015,unknown
G900D090,G800D162,G800B967,NA,2,2015,unknown
G900D845,G800D162,G800B967,NA,1,2015,unknown
G900B586,G800D162,G800C324,NA,1,2015,unknown
G4S0Q965,G300F672,G300E295,NA,1,2010,unknown
G4S0Q972,G300F672,G300E295,NA,2,2010,unknown
G4S0Q978,G300F672,G300E295,NA,2,2010,unknown
G4S0S447,G300F672,G300I783,NA,1,2010,unknown
G4S0S548,G300K058,G300I705,NA,2,2010,unknown
G4S0S466,G300K079,G300L259,NA,1,2010,unknown
G4S0R288,G300K079,G300L259,NA,2,2010,unknown
G4S0S370,G300K081,G300C426,NA,1,2010,unknown
G4S0S380,G300K081,G300C426,NA,2,2010,unknown
G4S0R257,G300K090,G300A955,NA,2,2010,unknown
G4S0S149,G300K090,G300A955,NA,2,2010,unknown
G4S0S154,G300K090,G300A955,NA,2,2010,unknown
G4S0Q880,G300K090,G300C128,NA,1,2010,unknown
G4S0S158,G300K090,G300F798,NA,1,2010,unknown
G4S0R319,G300K090,G300F798,NA,2,2010,unknown
G4S0S166,G300K090,G300F798,NA,2,2010,unknown
G4S0R317,G300K090,G300I465,NA,2,2010,unknown
G4S0S391,G300K101,G300B441,NA,1,2010,unknown
G4S0Q568,G300K101,G300O028,NA,1,2010,unknown
G4S0R367,G300K101,G300O028,NA,2,2010,unknown
G4S0S192,G300K136,G300N480,NA,1,2010,unknown
G4S0S516,G300K153,G300G385,NA,1,2010,unknown
G4S0R061,G300K153,G300G385,NA,2,2010,unknown
G4S0S527,G300K153,G300G385,NA,2,2010,unknown
G4S0Q618,G300K172,G300B655,NA,2,2010,unknown
G4S0S551,G300K382,G300F964,NA,1,2010,unknown
G4S0S559,G300K382,G300F964,NA,2,2010,unknown
G4S0S564,G300K382,G300F964,NA,2,2010,unknown
G4S0S667,G300K392,G300A618,NA,1,2010,unknown
G4S0Q714,G300K392,G300B733,NA,1,2010,unknown
G4S0R315,G300K392,G300B733,NA,2,2010,unknown
G4S0R374,G300K392,G300B733,NA,2,2010,unknown
G4S0R035,G300K420,G300C829,NA,2,2010,unknown
G4S0S285,G300K446,G300L455,NA,1,2010,unknown
G4S0R351,G300K446,G300L455,NA,2,2010,unknown
G4S0Q655,G300K446,G300L729,NA,2,2010,unknown
G4S0Q738,G300K456,G300B492,NA,2,2010,unknown
G4S0S246,G300K456,G300I330,NA,1,2010,unknown
G4S0S049,G300K493,G300A141,NA,2,2010,unknown
G4S0R018,G300K657,G300B839,NA,2,2010,unknown
G4S0R349,G300K657,G300B839,NA,2,2010,unknown
G4S0R437,G300K657,G300D603,NA,2,2010,unknown
G4S0R444,G300K657,G300D603,NA,2,2010,unknown
G4S0S352,G300K668,G300I421,NA,1,2010,unknown
G4S0R274,G300K668,G300I421,NA,2,2010,unknown
G4S0S362,G300K668,G300I421,NA,2,2010,unknown
G4S0Q663,G300K668,G300I745,NA,1,2010,unknown
G4S0S207,G300K759,G300B872,NA,1,2010,unknown
G4S0S220,G300K759,G300B872,NA,2,2010,unknown
G4S0S129,G300K759,G300G433,NA,2,2010,unknown
G4S0S137,G300K759,G300G433,NA,2,2010,unknown
G4S0Q768,G300K759,G300I126,NA,1,2010,unknown
G4S0Q772,G300K759,G300I126,NA,1,2010,unknown
G4S0Q776,G300K759,G300I126,NA,2,2010,unknown
G4S0Q781,G300K759,G300I126,NA,2,2010,unknown
G4S0R458,G300K759,G300I126,NA,2,2010,unknown
G4S0Q925,G300K806,G300C065,NA,1,2010,unknown
G4S0Q927,G300K806,G300C065,NA,1,2010,unknown
G4S0Q935,G300K806,G300C065,NA,2,2010,unknown
G4S0R066,G300K806,G300L506,NA,2,2010,unknown
G4S0S499,G300K925,G300A361,NA,1,2010,unknown
G4S0S509,G300K925,G300A361,NA,2,2010,unknown
G4S0S690,G300K963,G300L082,NA,1,2010,unknown
G4S0S630,G300K963,G300M597,NA,1,2010,unknown
G4S0Q986,G300N192,G300F851,NA,1,2010,unknown
G4S0Q997,G300N192,G300F851,NA,2,2010,unknown
G4S0Q999,G300N192,G300F851,NA,2,2010,unknown
G4S0S179,G300N195,G300A905,NA,1,2010,unknown
G4S0R058,G300N195,G300A905,NA,2,2010,unknown
G4S0R331,G300N195,G300A905,NA,2,2010,unknown
G4S0S188,G300N195,G300A905,NA,2,2010,unknown
G4S0Q939,G300N458,G300D101,NA,1,2010,unknown
G4S0Q949,G300N458,G300D101,NA,2,2010,unknown
G4S0R008,G300N458,G300L007,NA,1,2010,unknown
G4S0R021,G300N458,G300L007,NA,2,2010,unknown
G4S0R436,G300N458,G300L906,NA,1,2010,unknown
G4S0S605,G300N563,G300A211,NA,1,2010,unknown
G4S0S607,G300N563,G300A211,NA,2,2010,unknown
